date,temperature_2m_mean,precipitation_sum
2020-07-14,20.1,7.4
2020-07-15,19.9,4.7
2020-07-16,20.1,0.0
2020-07-17,20.1,0.0
2020-07-18,21.1,1.0
2020-07-19,21.3,0.9
2020-07-20,21.1,2.5
2020-07-21,19.5,1.3
2020-07-22,19.8,24.8
2020-07-23,20.0,8.1
2020-07-24,20.1,2.7
2020-07-25,18.8,29.5
2020-07-26,19.7,10.2
2020-07-27,19.3,16.9
2020-07-28,19.3,37.4
2020-07-29,20.9,0.9
2020-07-30,20.7,0.0
2020-07-31,20.7,0.0
2020-08-01,20.5,5.9
2020-08-02,21.1,6.8
2020-08-03,20.9,2.4
2020-08-04,20.6,9.1
2020-08-05,19.4,32.1
2020-08-06,19.2,24.1
2020-08-07,20.2,0.3
2020-08-08,20.7,0.1
2020-08-09,20.6,15.1
2020-08-10,20.4,27.1
2020-08-11,20.6,1.0
2020-08-12,20.5,2.5
2020-08-13,19.6,36.4
2020-08-14,19.9,37.1
2020-08-15,19.0,27.3
2020-08-16,19.6,17.0
2020-08-17,20.4,1.2
2020-08-18,19.9,13.1
2020-08-19,19.7,42.6
2020-08-20,18.9,49.2
2020-08-21,19.2,21.1
2020-08-22,19.6,55.4
2020-08-23,19.4,14.0
2020-08-24,19.3,24.0
2020-08-25,19.6,62.3
2020-08-26,17.8,87.8
2020-08-27,19.1,16.5
2020-08-28,19.9,2.5
2020-08-29,19.7,10.3
2020-08-30,20.4,0.0
2020-08-31,19.7,1.2
2020-09-01,19.0,21.4
2020-09-02,18.9,3.0
2020-09-03,19.0,19.8
2020-09-04,19.0,28.7
2020-09-05,19.4,23.2
2020-09-06,19.7,50.0
2020-09-07,18.6,20.9
2020-09-08,19.1,14.2
2020-09-09,19.6,20.1
2020-09-10,19.6,3.5
2020-09-11,19.9,14.2
2020-09-12,19.9,44.7
2020-09-13,19.7,11.8
2020-09-14,20.0,18.7
2020-09-15,19.6,9.8
2020-09-16,19.6,7.7
2020-09-17,19.2,7.2
2020-09-18,19.2,10.5
2020-09-19,19.1,6.9
2020-09-20,18.9,13.1
2020-09-21,19.7,11.5
2020-09-22,19.9,12.2
2020-09-23,18.9,48.1
2020-09-24,19.1,45.7
2020-09-25,19.6,10.3
2020-09-26,19.8,6.1
2020-09-27,19.6,1.9
2020-09-28,19.5,27.0
2020-09-29,19.2,36.5
2020-09-30,19.5,26.3
2020-10-01,19.0,5.0
2020-10-02,19.2,17.5
2020-10-03,18.8,55.1
2020-10-04,18.7,12.3
2020-10-05,19.2,7.9
2020-10-06,18.5,8.0
2020-10-07,18.7,15.9
2020-10-08,18.8,37.6
2020-10-09,19.3,16.0
2020-10-10,20.1,2.4
2020-10-11,20.2,0.1
2020-10-12,20.0,4.4
2020-10-13,19.3,3.1
2020-10-14,19.1,26.3
2020-10-15,18.6,27.4
2020-10-16,19.1,18.8
2020-10-17,20.2,0.1
2020-10-18,20.0,8.3
2020-10-19,19.2,15.9
2020-10-20,18.9,66.5
2020-10-21,18.0,69.5
2020-10-22,19.4,17.1
2020-10-23,19.5,17.3
2020-10-24,19.0,26.4
2020-10-25,18.8,15.5
2020-10-26,19.0,14.8
2020-10-27,19.0,7.0
2020-10-28,20.2,2.6
2020-10-29,20.0,15.3
2020-10-30,18.6,22.4
2020-10-31,19.4,33.7
2020-11-01,18.5,53.5
2020-11-02,18.7,60.8
2020-11-03,18.4,54.8
2020-11-04,18.5,97.9
2020-11-05,18.0,56.1
2020-11-06,18.1,10.3
2020-11-07,18.4,4.9
2020-11-08,18.8,2.0
2020-11-09,18.9,7.9
2020-11-10,19.3,26.4
2020-11-11,19.2,23.8
2020-11-12,19.4,7.7
2020-11-13,19.0,8.9
2020-11-14,18.7,1.5
2020-11-15,18.8,3.7
2020-11-16,18.1,6.1
2020-11-17,18.3,22.6
2020-11-18,18.6,3.5
2020-11-19,19.2,1.1
2020-11-20,19.5,10.8
2020-11-21,19.3,12.8
2020-11-22,18.6,18.0
2020-11-23,19.4,6.9
2020-11-24,20.6,1.8
2020-11-25,20.3,3.6
2020-11-26,19.9,2.1
2020-11-27,19.6,0.4
2020-11-28,19.8,0.8
2020-11-29,19.5,5.1
2020-11-30,19.5,6.0
2020-12-01,18.9,6.2
2020-12-02,18.1,76.7
2020-12-03,18.4,14.6
2020-12-04,19.3,0.7
2020-12-05,18.9,0.0
2020-12-06,19.5,0.2
2020-12-07,19.9,0.0
2020-12-08,18.9,0.0
2020-12-09,17.8,9.4
2020-12-10,19.2,3.6
2020-12-11,19.6,1.6
2020-12-12,18.5,0.0
2020-12-13,18.4,0.0
2020-12-14,18.3,0.0
2020-12-15,18.2,0.2
2020-12-16,19.0,0.9
2020-12-17,19.3,1.2
2020-12-18,18.6,0.0
2020-12-19,18.6,0.2
2020-12-20,18.7,0.0
2020-12-21,18.6,0.0
2020-12-22,19.2,0.5
2020-12-23,19.3,5.6
2020-12-24,19.2,0.1
2020-12-25,18.4,0.0
2020-12-26,18.5,2.6
2020-12-27,18.8,5.9
2020-12-28,19.0,6.6
2020-12-29,19.3,4.1
2020-12-30,18.7,13.9
2020-12-31,19.2,1.9
2021-01-01,19.2,0.0
2021-01-02,19.0,0.0
2021-01-03,19.1,1.2
2021-01-04,19.7,0.0
2021-01-05,18.2,0.0
2021-01-06,18.6,1.0
2021-01-07,18.5,0.4
2021-01-08,18.7,0.0
2021-01-09,18.7,0.0
2021-01-10,18.1,43.4
2021-01-11,19.4,0.9
2021-01-12,19.6,0.8
2021-01-13,18.9,0.0
2021-01-14,19.2,0.7
2021-01-15,19.7,0.0
2021-01-16,18.9,0.0
2021-01-17,18.5,0.0
2021-01-18,18.8,0.0
2021-01-19,18.9,0.0
2021-01-20,19.9,1.0
2021-01-21,19.3,1.1
2021-01-22,18.9,0.0
2021-01-23,18.8,0.0
2021-01-24,18.5,0.0
2021-01-25,19.2,0.0
2021-01-26,19.1,0.0
2021-01-27,19.0,0.0
2021-01-28,19.2,0.9
2021-01-29,18.5,0.0
2021-01-30,18.7,0.0
2021-01-31,19.7,0.0
2021-02-01,19.7,0.0
2021-02-02,19.8,1.4
2021-02-03,19.3,2.1
2021-02-04,20.3,0.0
2021-02-05,21.0,0.5
2021-02-06,21.0,0.8
2021-02-07,21.2,0.0
2021-02-08,20.6,0.0
2021-02-09,19.9,0.0
2021-02-10,19.8,0.0
2021-02-11,20.2,1.2
2021-02-12,20.1,1.7
2021-02-13,20.3,0.5
2021-02-14,20.5,0.1
2021-02-15,20.0,0.0
2021-02-16,20.1,1.6
2021-02-17,19.8,2.4
2021-02-18,19.7,0.0
2021-02-19,19.4,0.6
2021-02-20,19.5,0.0
2021-02-21,19.3,0.0
2021-02-22,18.8,0.1
2021-02-23,18.5,0.0
2021-02-24,19.3,0.0
2021-02-25,20.1,0.0
2021-02-26,20.2,0.0
2021-02-27,20.7,0.6
2021-02-28,19.6,0.0
2021-03-01,19.8,0.0
2021-03-02,19.8,0.0
2021-03-03,19.1,0.0
2021-03-04,18.7,0.0
2021-03-05,19.2,0.2
2021-03-06,20.0,0.0
2021-03-07,18.9,0.0
2021-03-08,19.3,0.1
2021-03-09,20.8,0.0
2021-03-10,20.1,0.0
2021-03-11,19.8,0.6
2021-03-12,19.8,0.0
2021-03-13,19.8,0.0
2021-03-14,19.6,0.2
2021-03-15,19.6,0.0
2021-03-16,19.8,0.4
2021-03-17,20.3,0.9
2021-03-18,20.4,4.8
2021-03-19,19.2,3.5
2021-03-20,19.6,0.3
2021-03-21,19.5,1.6
2021-03-22,20.2,0.8
2021-03-23,19.5,7.1
2021-03-24,19.9,1.4
2021-03-25,20.2,1.7
2021-03-26,20.4,0.0
2021-03-27,19.8,0.0
2021-03-28,19.1,0.0
2021-03-29,20.1,0.0
2021-03-30,21.1,1.7
2021-03-31,21.8,1.2
2021-04-01,21.1,1.0
2021-04-02,20.1,0.4
2021-04-03,20.1,0.0
2021-04-04,20.3,0.0
2021-04-05,20.4,0.5
2021-04-06,20.9,0.0
2021-04-07,21.0,3.0
2021-04-08,20.2,13.7
2021-04-09,19.7,10.2
2021-04-10,19.6,10.3
2021-04-11,20.2,7.6
2021-04-12,20.8,5.7
2021-04-13,21.3,1.5
2021-04-14,21.2,1.1
2021-04-15,20.7,0.4
2021-04-16,20.1,8.2
2021-04-17,19.5,40.5
2021-04-18,19.5,19.7
2021-04-19,19.7,30.6
2021-04-20,20.0,15.0
2021-04-21,20.3,3.0
2021-04-22,19.8,0.2
2021-04-23,19.6,1.2
2021-04-24,20.1,2.1
2021-04-25,20.8,0.9
2021-04-26,20.1,1.8
2021-04-27,20.1,0.2
2021-04-28,19.6,3.4
2021-04-29,19.2,4.9
2021-04-30,19.3,4.7
2021-05-01,19.4,12.1
2021-05-02,18.6,27.7
2021-05-03,19.2,6.1
2021-05-04,18.6,9.5
2021-05-05,18.9,27.8
2021-05-06,18.9,17.5
2021-05-07,19.0,18.4
2021-05-08,19.5,4.2
2021-05-09,19.5,0.3
2021-05-10,19.9,2.9
2021-05-11,20.3,13.9
2021-05-12,21.2,0.0
2021-05-13,21.1,0.8
2021-05-14,21.0,0.3
2021-05-15,20.8,0.0
2021-05-16,20.7,0.4
2021-05-17,20.6,1.8
2021-05-18,20.0,1.5
2021-05-19,20.1,2.1
2021-05-20,20.7,8.0
2021-05-21,21.0,3.5
2021-05-22,21.0,1.5
2021-05-23,20.7,5.3
2021-05-24,19.8,17.0
2021-05-25,20.9,4.5
2021-05-26,20.3,20.9
2021-05-27,19.9,52.5
2021-05-28,19.7,38.4
2021-05-29,20.1,10.6
2021-05-30,20.5,3.7
2021-05-31,20.5,0.2
2021-06-01,19.7,0.4
2021-06-02,20.0,1.7
2021-06-03,20.1,2.0
2021-06-04,20.5,6.7
2021-06-05,20.4,14.3
2021-06-06,20.5,9.1
2021-06-07,19.4,56.9
2021-06-08,19.0,27.7
2021-06-09,19.2,16.8
2021-06-10,18.8,21.0
2021-06-11,19.5,12.2
2021-06-12,19.9,7.9
2021-06-13,19.5,29.4
2021-06-14,19.2,35.0
2021-06-15,19.5,27.4
2021-06-16,19.5,5.1
2021-06-17,20.1,11.0
2021-06-18,20.0,4.4
2021-06-19,19.7,11.8
2021-06-20,19.7,2.1
2021-06-21,20.0,8.2
2021-06-22,19.2,4.9
2021-06-23,19.9,3.4
2021-06-24,20.1,0.6
2021-06-25,19.3,1.9
2021-06-26,18.3,13.1
2021-06-27,18.9,8.5
2021-06-28,19.1,3.2
2021-06-29,20.2,6.0
2021-06-30,20.5,2.2
2021-07-01,19.1,13.9
2021-07-02,19.5,14.8
2021-07-03,19.4,10.8
2021-07-04,18.4,5.5
2021-07-05,18.6,14.6
2021-07-06,20.0,2.3
2021-07-07,20.4,3.1
2021-07-08,20.9,1.2
2021-07-09,19.4,14.1
2021-07-10,17.5,101.5
2021-07-11,19.1,7.1
2021-07-12,19.9,9.0
2021-07-13,20.5,1.4
2021-07-14,20.0,0.8
2021-07-15,20.5,0.0
2021-07-16,20.2,0.0
2021-07-17,20.1,6.8
2021-07-18,20.4,0.0
2021-07-19,20.9,0.0
2021-07-20,20.9,0.0
2021-07-21,20.8,4.4
2021-07-22,20.3,16.4
2021-07-23,19.3,38.8
2021-07-24,19.0,94.8
2021-07-25,19.5,42.0
2021-07-26,18.7,18.7
2021-07-27,19.2,3.1
2021-07-28,20.5,7.3
2021-07-29,20.3,11.7
2021-07-30,20.5,5.5
2021-07-31,21.0,1.2
2021-08-01,20.9,2.0
2021-08-02,20.0,27.5
2021-08-03,19.7,30.1
2021-08-04,20.1,1.2
2021-08-05,20.4,9.1
2021-08-06,20.3,4.3
2021-08-07,19.3,20.3
2021-08-08,19.6,7.2
2021-08-09,20.2,0.0
2021-08-10,20.3,0.0
2021-08-11,19.4,15.4
2021-08-12,19.4,14.2
2021-08-13,19.8,3.6
2021-08-14,19.0,36.7
2021-08-15,18.5,44.1
2021-08-16,19.5,5.1
2021-08-17,19.1,20.3
2021-08-18,18.9,28.0
2021-08-19,18.9,9.4
2021-08-20,19.2,37.4
2021-08-21,18.6,47.7
2021-08-22,19.6,20.4
2021-08-23,19.4,28.5
2021-08-24,19.3,14.3
2021-08-25,18.3,87.1
2021-08-26,18.8,19.2
2021-08-27,19.1,5.7
2021-08-28,20.5,6.6
2021-08-29,20.1,6.9
2021-08-30,19.0,40.7
2021-08-31,18.6,39.8
2021-09-01,18.8,5.7
2021-09-02,19.0,3.7
2021-09-03,20.2,7.0
2021-09-04,19.8,11.8
2021-09-05,20.6,4.4
2021-09-06,18.8,9.8
2021-09-07,18.8,21.8
2021-09-08,19.4,61.4
2021-09-09,19.2,4.8
2021-09-10,20.0,20.2
2021-09-11,20.1,8.8
2021-09-12,19.6,16.9
2021-09-13,18.9,18.2
2021-09-14,19.3,7.7
2021-09-15,19.0,6.4
2021-09-16,19.4,3.0
2021-09-17,20.3,2.4
2021-09-18,20.3,4.0
2021-09-19,20.4,2.4
2021-09-20,19.9,1.3
2021-09-21,19.6,18.5
2021-09-22,20.0,5.1
2021-09-23,19.2,41.3
2021-09-24,19.8,34.4
2021-09-25,19.4,21.7
2021-09-26,20.2,4.2
2021-09-27,19.4,25.2
2021-09-28,19.4,25.7
2021-09-29,19.1,8.6
2021-09-30,19.0,27.5
2021-10-01,19.5,5.5
2021-10-02,19.6,2.0
2021-10-03,19.4,9.0
2021-10-04,18.9,8.9
2021-10-05,19.4,8.6
2021-10-06,20.1,17.2
2021-10-07,20.0,21.6
2021-10-08,19.2,24.4
2021-10-09,20.3,1.6
2021-10-10,19.8,14.1
2021-10-11,19.3,19.7
2021-10-12,19.2,16.4
2021-10-13,18.9,18.6
2021-10-14,19.3,10.4
2021-10-15,18.8,5.1
2021-10-16,19.1,15.6
2021-10-17,18.8,23.4
2021-10-18,19.1,39.5
2021-10-19,18.4,24.4
2021-10-20,18.8,11.6
2021-10-21,19.4,12.3
2021-10-22,19.4,10.6
2021-10-23,18.6,27.5
2021-10-24,18.8,25.3
2021-10-25,19.3,12.0
2021-10-26,19.9,2.7
2021-10-27,19.3,2.1
2021-10-28,19.2,0.6
2021-10-29,19.0,20.0
2021-10-30,18.2,51.1
2021-10-31,19.0,70.6
2021-11-01,19.5,13.9
2021-11-02,19.7,1.9
2021-11-03,18.9,53.0
2021-11-04,18.7,9.2
2021-11-05,19.1,2.7
2021-11-06,19.2,41.5
2021-11-07,19.9,9.4
2021-11-08,19.4,1.1
2021-11-09,18.5,13.0
2021-11-10,19.1,1.4
2021-11-11,19.1,6.2
2021-11-12,19.5,0.7
2021-11-13,18.6,0.2
2021-11-14,19.3,1.5
2021-11-15,19.3,0.4
2021-11-16,19.3,0.6
2021-11-17,19.2,7.1
2021-11-18,19.9,0.6
2021-11-19,19.4,1.8
2021-11-20,19.3,1.6
2021-11-21,19.6,1.7
2021-11-22,19.0,0.9
2021-11-23,18.8,0.4
2021-11-24,19.3,0.1
2021-11-25,19.4,13.0
2021-11-26,19.8,1.4
2021-11-27,19.1,2.4
2021-11-28,19.5,2.2
2021-11-29,19.0,18.1
2021-11-30,18.9,8.5
2021-12-01,18.9,4.3
2021-12-02,19.5,0.0
2021-12-03,20.3,1.0
2021-12-04,20.0,0.0
2021-12-05,20.1,0.1
2021-12-06,19.9,0.0
2021-12-07,19.3,0.0
2021-12-08,19.7,0.0
2021-12-09,19.1,0.0
2021-12-10,18.9,0.0
2021-12-11,19.3,2.2
2021-12-12,18.7,0.2
2021-12-13,18.5,3.7
2021-12-14,19.2,1.0
2021-12-15,19.3,1.2
2021-12-16,20.0,1.3
2021-12-17,20.5,1.7
2021-12-18,20.3,0.0
2021-12-19,19.6,2.7
2021-12-20,19.9,0.3
2021-12-21,19.4,1.1
2021-12-22,19.4,2.9
2021-12-23,19.5,0.6
2021-12-24,19.9,0.3
2021-12-25,19.9,2.3
2021-12-26,20.0,3.5
2021-12-27,20.1,0.5
2021-12-28,19.5,3.6
2021-12-29,19.8,2.5
2021-12-30,20.1,0.8
2021-12-31,19.5,0.0
2022-01-01,19.2,0.0
2022-01-02,19.8,0.2
2022-01-03,20.5,0.2
2022-01-04,20.0,0.2
2022-01-05,18.8,0.0
2022-01-06,18.9,0.5
2022-01-07,18.8,0.0
2022-01-08,18.9,0.0
2022-01-09,18.9,0.0
2022-01-10,18.5,0.0
2022-01-11,19.0,0.0
2022-01-12,19.2,0.0
2022-01-13,19.3,0.4
2022-01-14,19.3,1.7
2022-01-15,19.7,1.4
2022-01-16,20.0,0.8
2022-01-17,19.7,0.0
2022-01-18,19.7,0.0
2022-01-19,20.4,0.0
2022-01-20,20.4,0.0
2022-01-21,20.3,2.4
2022-01-22,20.7,0.3
2022-01-23,19.9,0.0
2022-01-24,19.0,0.0
2022-01-25,19.5,0.0
2022-01-26,19.2,0.0
2022-01-27,18.6,0.0
2022-01-28,19.3,2.0
2022-01-29,19.7,0.0
2022-01-30,19.5,0.0
2022-01-31,19.3,0.0
2022-02-01,19.8,3.4
2022-02-02,18.8,0.1
2022-02-03,19.5,1.8
2022-02-04,19.8,0.0
2022-02-05,19.5,0.0
2022-02-06,18.8,0.1
2022-02-07,19.7,1.2
2022-02-08,19.6,1.1
2022-02-09,19.7,0.5
2022-02-10,20.2,0.2
2022-02-11,20.7,0.9
2022-02-12,20.0,0.0
2022-02-13,19.8,1.1
2022-02-14,20.2,0.5
2022-02-15,20.1,0.0
2022-02-16,19.7,0.0
2022-02-17,19.5,0.0
2022-02-18,20.2,0.0
2022-02-19,19.7,0.0
2022-02-20,19.0,0.0
2022-02-21,18.9,0.0
2022-02-22,19.2,0.0
2022-02-23,19.3,0.0
2022-02-24,19.1,0.0
2022-02-25,19.0,0.0
2022-02-26,18.7,0.0
2022-02-27,18.8,0.0
2022-02-28,18.9,0.0
2022-03-01,18.9,0.0
2022-03-02,20.0,0.0
2022-03-03,20.6,1.0
2022-03-04,20.3,0.9
2022-03-05,20.0,0.0
2022-03-06,20.2,0.9
2022-03-07,20.2,0.1
2022-03-08,20.0,0.1
2022-03-09,20.5,0.2
2022-03-10,19.9,2.4
2022-03-11,20.0,1.3
2022-03-12,19.9,4.6
2022-03-13,20.1,0.4
2022-03-14,20.7,0.1
2022-03-15,20.7,0.0
2022-03-16,20.4,0.4
2022-03-17,21.0,3.1
2022-03-18,21.1,3.3
2022-03-19,20.9,0.2
2022-03-20,20.3,0.1
2022-03-21,20.5,0.0
2022-03-22,21.2,2.8
2022-03-23,21.6,2.7
2022-03-24,21.3,1.2
2022-03-25,20.2,0.0
2022-03-26,20.0,0.0
2022-03-27,20.0,0.0
2022-03-28,20.8,0.7
2022-03-29,21.7,0.3
2022-03-30,21.6,1.6
2022-03-31,21.5,2.4
2022-04-01,21.2,3.1
2022-04-02,21.6,2.7
2022-04-03,21.0,8.5
2022-04-04,20.2,9.0
2022-04-05,19.8,30.9
2022-04-06,20.6,3.1
2022-04-07,20.6,0.2
2022-04-08,20.7,1.2
2022-04-09,19.4,22.9
2022-04-10,20.4,0.0
2022-04-11,20.1,0.0
2022-04-12,20.2,0.2
2022-04-13,21.1,1.5
2022-04-14,21.4,1.8
2022-04-15,21.8,1.2
2022-04-16,20.8,6.9
2022-04-17,20.6,8.1
2022-04-18,20.8,1.5
2022-04-19,19.9,0.6
2022-04-20,19.6,1.1
2022-04-21,19.5,0.5
2022-04-22,18.8,5.6
2022-04-23,19.4,9.2
2022-04-24,19.1,18.6
2022-04-25,19.0,16.0
2022-04-26,19.2,10.8
2022-04-27,19.8,20.4
2022-04-28,20.1,24.0
2022-04-29,19.6,34.9
2022-04-30,19.7,31.9
2022-05-01,19.6,18.2
2022-05-02,19.8,12.2
2022-05-03,20.1,15.2
2022-05-04,20.7,20.0
2022-05-05,19.8,20.5
2022-05-06,19.0,21.9
2022-05-07,19.5,4.5
2022-05-08,19.6,5.0
2022-05-09,20.6,0.7
2022-05-10,20.6,0.5
2022-05-11,19.8,0.9
2022-05-12,19.5,41.5
2022-05-13,20.1,9.0
2022-05-14,19.7,30.5
2022-05-15,19.4,16.9
2022-05-16,19.9,29.6
2022-05-17,20.0,22.2
2022-05-18,19.7,3.8
2022-05-19,18.9,15.7
2022-05-20,18.5,25.3
2022-05-21,19.7,7.1
2022-05-22,19.4,2.3
2022-05-23,19.3,7.5
2022-05-24,18.7,24.4
2022-05-25,18.5,30.3
2022-05-26,20.0,6.0
2022-05-27,19.7,27.9
2022-05-28,18.9,14.6
2022-05-29,18.8,18.1
2022-05-30,19.5,6.5
2022-05-31,19.3,29.1
2022-06-01,18.9,46.6
2022-06-02,17.9,10.8
2022-06-03,18.5,27.1
2022-06-04,19.4,2.2
2022-06-05,19.0,23.5
2022-06-06,18.1,25.2
2022-06-07,18.5,32.4
2022-06-08,18.6,13.3
2022-06-09,19.2,30.4
2022-06-10,19.0,11.3
2022-06-11,18.7,30.2
2022-06-12,18.0,32.7
2022-06-13,17.9,9.9
2022-06-14,18.3,8.7
2022-06-15,18.1,16.4
2022-06-16,18.2,1.9
2022-06-17,18.7,2.4
2022-06-18,18.4,41.0
2022-06-19,18.3,30.4
2022-06-20,18.7,11.7
2022-06-21,19.0,14.8
2022-06-22,19.4,5.6
2022-06-23,18.1,20.3
2022-06-24,18.5,24.4
2022-06-25,18.5,32.8
2022-06-26,18.3,49.7
2022-06-27,18.4,20.9
2022-06-28,18.8,22.2
2022-06-29,19.7,2.6
2022-06-30,20.1,1.4
2022-07-01,18.8,22.4
2022-07-02,18.9,67.6
2022-07-03,18.9,13.9
2022-07-04,20.4,15.5
2022-07-05,19.7,6.3
2022-07-06,19.5,4.3
2022-07-07,19.9,0.0
2022-07-08,20.5,2.2
2022-07-09,20.2,6.0
2022-07-10,19.8,20.6
2022-07-11,19.5,28.7
2022-07-12,19.8,30.6
2022-07-13,18.8,19.8
2022-07-14,19.4,5.1
2022-07-15,20.4,1.5
2022-07-16,20.9,0.0
2022-07-17,20.9,0.9
2022-07-18,21.0,1.3
2022-07-19,20.4,6.2
2022-07-20,21.0,2.6
2022-07-21,20.5,1.9
2022-07-22,19.6,20.2
2022-07-23,20.1,16.8
2022-07-24,19.4,0.9
2022-07-25,18.7,0.6
2022-07-26,18.8,13.4
2022-07-27,18.9,24.2
2022-07-28,19.4,9.7
2022-07-29,20.0,0.0
2022-07-30,21.0,1.0
2022-07-31,20.6,0.4
2022-08-01,20.0,2.7
2022-08-02,19.1,42.4
2022-08-03,18.7,31.3
2022-08-04,18.6,32.5
2022-08-05,19.9,9.4
2022-08-06,19.2,20.9
2022-08-07,19.5,13.5
2022-08-08,19.7,2.5
2022-08-09,20.7,4.2
2022-08-10,20.6,1.0
2022-08-11,19.3,22.4
2022-08-12,18.7,16.9
2022-08-13,19.3,6.6
2022-08-14,19.1,32.1
2022-08-15,18.7,42.8
2022-08-16,19.1,9.1
2022-08-17,19.1,8.7
2022-08-18,20.3,0.0
2022-08-19,20.9,1.9
2022-08-20,20.6,3.0
2022-08-21,19.8,0.9
2022-08-22,18.8,2.2
2022-08-23,18.2,5.2
2022-08-24,18.2,9.9
2022-08-25,19.2,11.6
2022-08-26,19.4,15.3
2022-08-27,18.8,34.3
2022-08-28,18.4,30.8
2022-08-29,18.7,28.7
2022-08-30,18.6,6.0
2022-08-31,18.7,39.5
2022-09-01,19.1,12.2
2022-09-02,19.3,32.7
2022-09-03,18.9,22.4
2022-09-04,19.5,6.8
2022-09-05,18.7,8.3
2022-09-06,19.2,14.9
2022-09-07,19.2,26.9
2022-09-08,19.2,17.3
2022-09-09,19.2,69.5
2022-09-10,19.2,20.4
2022-09-11,19.4,22.1
2022-09-12,18.6,8.9
2022-09-13,18.7,29.0
2022-09-14,18.6,15.7
2022-09-15,18.9,21.9
2022-09-16,19.5,18.5
2022-09-17,18.7,46.9
2022-09-18,18.0,15.3
2022-09-19,18.3,10.6
2022-09-20,18.4,1.4
2022-09-21,18.3,2.5
2022-09-22,18.4,13.4
2022-09-23,19.1,7.5
2022-09-24,18.7,31.6
2022-09-25,18.4,6.9
2022-09-26,18.1,19.2
2022-09-27,18.5,10.8
2022-09-28,19.1,7.6
2022-09-29,18.1,13.9
2022-09-30,18.4,21.3
2022-10-01,18.3,32.5
2022-10-02,18.7,3.6
2022-10-03,19.4,18.3
2022-10-04,19.7,13.2
2022-10-05,19.5,2.8
2022-10-06,19.6,5.3
2022-10-07,19.6,16.4
2022-10-08,18.8,14.0
2022-10-09,17.8,52.2
2022-10-10,18.4,1.8
2022-10-11,19.8,2.4
2022-10-12,19.0,24.1
2022-10-13,19.1,8.1
2022-10-14,19.0,54.8
2022-10-15,19.0,22.2
2022-10-16,19.1,36.0
2022-10-17,19.0,43.6
2022-10-18,18.9,19.1
2022-10-19,18.9,10.9
2022-10-20,19.2,21.9
2022-10-21,19.2,59.8
2022-10-22,19.5,8.6
2022-10-23,19.5,18.8
2022-10-24,18.8,23.3
2022-10-25,19.1,2.7
2022-10-26,19.8,0.5
2022-10-27,19.5,0.5
2022-10-28,19.6,2.6
2022-10-29,19.4,1.4
2022-10-30,18.9,0.7
2022-10-31,18.8,0.9
2022-11-01,19.3,6.8
2022-11-02,19.5,2.9
2022-11-03,18.9,13.4
2022-11-04,18.6,37.1
2022-11-05,17.8,40.7
2022-11-06,18.2,15.3
2022-11-07,18.4,26.8
2022-11-08,18.7,9.9
2022-11-09,18.1,3.4
2022-11-10,18.6,13.1
2022-11-11,18.7,14.9
2022-11-12,18.6,6.1
2022-11-13,19.7,0.8
2022-11-14,19.9,1.8
2022-11-15,19.6,7.6
2022-11-16,20.0,0.9
2022-11-17,20.0,0.8
2022-11-18,19.7,5.4
2022-11-19,18.9,20.1
2022-11-20,18.5,1.3
2022-11-21,19.4,11.6
2022-11-22,19.9,0.3
2022-11-23,18.8,5.0
2022-11-24,18.7,2.4
2022-11-25,18.5,21.2
2022-11-26,18.4,13.4
2022-11-27,18.4,33.0
2022-11-28,18.7,1.8
2022-11-29,18.6,0.2
2022-11-30,18.1,23.3
2022-12-01,19.4,0.3
2022-12-02,18.4,0.3
2022-12-03,18.4,0.5
2022-12-04,17.9,1.0
2022-12-05,18.3,0.3
2022-12-06,18.4,0.1
2022-12-07,18.8,0.4
2022-12-08,18.6,0.2
2022-12-09,17.9,2.3
2022-12-10,18.3,0.2
2022-12-11,18.6,0.5
2022-12-12,18.6,1.9
2022-12-13,18.6,0.1
2022-12-14,19.3,0.5
2022-12-15,19.5,1.4
2022-12-16,20.2,0.6
2022-12-17,19.6,0.0
2022-12-18,18.5,0.0
2022-12-19,18.5,0.0
2022-12-20,18.6,0.0
2022-12-21,18.9,0.3
2022-12-22,19.4,0.7
2022-12-23,19.9,0.2
2022-12-24,18.6,0.1
2022-12-25,18.7,0.0
2022-12-26,18.9,0.0
2022-12-27,19.4,0.2
2022-12-28,19.3,1.5
2022-12-29,20.0,0.5
2022-12-30,20.2,0.1
2022-12-31,19.3,0.0
2023-01-01,19.6,1.1
2023-01-02,19.0,1.0
2023-01-03,19.4,0.0
2023-01-04,19.3,0.0
2023-01-05,18.3,0.1
2023-01-06,18.5,0.0
2023-01-07,19.2,1.3
2023-01-08,19.1,0.3
2023-01-09,18.7,10.3
2023-01-10,19.1,0.1
2023-01-11,19.1,1.9
2023-01-12,19.8,0.5
2023-01-13,19.3,0.0
2023-01-14,19.3,0.2
2023-01-15,19.2,0.0
2023-01-16,19.8,0.1
2023-01-17,19.4,3.4
2023-01-18,19.6,2.8
2023-01-19,19.5,1.9
2023-01-20,19.2,0.0
2023-01-21,18.7,0.0
2023-01-22,19.0,0.9
2023-01-23,19.3,1.2
2023-01-24,20.4,0.5
2023-01-25,20.9,3.5
2023-01-26,20.4,0.0
2023-01-27,19.8,0.0
2023-01-28,18.8,0.0
2023-01-29,19.4,0.0
2023-01-30,20.0,0.0
2023-01-31,20.0,0.0
